id,name,stock
ALG-575-39,,71
ALG-575-40,,60
ALG-575-41,,49
ALG-575-42,,30
ALG-575,,355
ALG-575-43,,0
ALG-601-35,,30
ALG-601-36,,0
ALG-601-37,,0
ALG-601-38,,0
ALG-601-39,,68
ALG-601-40,,0
ALG-601-41,,0
ALG-601-42,,0
ALG-601,,98
ALG-631-35,,0
ALG-631-36,,0
ALG-631-37,,0
ALG-631-38,,0
ALG-631-39,,0
ALG-631-40,,0
ALG-631-41,,0
ALG-631-42,,0
ALG-631,,0
ALG-637-35,,49
ALG-637-36,,0
ALG-637-37,,0
ALG-637-38,,0
ALG-637-39,,0
ALG-637-40,,0
ALG-637-41,,0
ALG-637-42,,0
ALG-637,,49
ALG-640-35,,0
ALG-640-36,,18
ALG-640-37,,32
ALG-640-38,,62
ALG-640-39,,39
ALG-640-40,,0
ALG-640-41,,0
ALG-640-42,,0
ALG-640,,151
ALG-640-43,,0
ALG-644-34,,0
ALG-644-35,,0
ALG-644-36,,0
ALG-644-37,,16
ALG-644-38,,27
ALG-644-39,,41
ALG-644-40,,37
ALG-644-41,,19
ALG-644-42,,0
ALG-644,,140
ALG-644-43,,0
ALG-686-34,,0
ALG-686-35,,0
ALG-686-36,,39
ALG-686-37,,95
ALG-686-38,,138
ALG-686-39,,152
ALG-686-40,,113
ALG-686-41,,76
ALG-686-42,,32
ALG-686,,645
ALG-686-43,,0
ALG-711-34,,0
ALG-711-35,,0
ALG-711-36,,0
ALG-711-37,,0
ALG-711-38,,0
ALG-711-39,,0
ALG-711-40,,0
ALG-711-41,,0
ALG-711-42,,0
ALG-711,,0
ALG-711-43,,0
ALG-715-35,,0
ALG-715-36,,0
ALG-715-37,,0
ALG-715-38,,0
ALG-715-39,,0
ALG-715-40,,0
ALG-715-41,,0
ALG-715-42,,0
ALG-715,,0
ALG-719-34,,0
ALG-719-35,,0
ALG-719-36,,0
ALG-719-37,,38
ALG-719-38,,45
ALG-719-39,,46
ALG-719-40,,65
ALG-719-41,,22
ALG-719-42,,0
ALG-719,,216
ALG-719-43,,0
ALG-759-34,,0
ALG-759-35,,0
ALG-759-36,,0
ALG-759-37,,0
ALG-759-38,,0
ALG-759-39,,0
ALG-759-40,,0
ALG-759-41,,0
ALG-759-42,,0
ALG-759,,0
ALG-759-43,,0
ALG-914-34,,0
ALG-914-35,,0
ALG-914-36,,0
ALG-914-37,,0
ALG-914-38,,0
ALG-914-39,,0
ALG-914-40,,0
ALG-914-41,,0
ALG-914-42,,0
ALG-914,,0
ALG-914-43,,0
ALG-919-35,,0
ALG-919-36,,0
ALG-919-37,,0
ALG-919-38,,0
ALG-919-39,,0
ALG-919-40,,0
ALG-919-41,,0
ALG-919-42,,0
ALG-919,,0
ALG-998-34,,0
ALG-998-35,,30
ALG-998-36,,77
ALG-998-37,,177
ALG-998-38,,295
ALG-998-39,,307
ALG-998-40,,244
ALG-998-41,,201
ALG-998-42,,157
ALG-998,,1488
ALG-998-43,,0
ALG-998G-34,,0
ALG-998G-35,,30
ALG-998G-36,,69
ALG-998G-37,,214
ALG-998G-38,,317
ALG-998G-39,,406
ALG-998G-40,,335
ALG-998G-41,,282
ALG-998G-42,,167
ALG-998G,,1820
ALG-998G-43,,0
ALG-998GW-34,,0
ALG-998GW-35,,0
ALG-998GW-36,,88
ALG-998GW-37,,161
ALG-998GW-38,,305
ALG-998GW-39,,343
ALG-998GW-40,,247
ALG-998GW-41,,167
ALG-998GW-42,,31
ALG-998GW,,1342
ALG-998GW-43,,0
ALG-998W-35,,0
ALG-998W-36,,39
ALG-998W-37,,65
ALG-998W-38,,104
ALG-998W-39,,96
ALG-998W-40,,191
ALG-998W-41,,48
ALG-998W-42,,0
ALG-998W,,543
ALG-999-35,,96
ALG-999-36,,0
ALG-999-37,,190
ALG-999-38,,882
ALG-999-39,,1314
ALG-999-40,,1207
ALG-999-41,,1744
ALG-999-42,,2004
ALG-999,,7437
ALG-999-34,,0
ALG-999-43,,256
ALG-999G-34,,0
ALG-999G-35,,26
ALG-999G-36,,106
ALG-999G-37,,449
ALG-999G-38,,616
ALG-999G-39,,450
ALG-999G-40,,366
ALG-999G-41,,334
ALG-999G-42,,281
ALG-999G,,2884
ALG-999G-43,,18
ALG-999GW-34,,0
ALG-999GW-35,,0
ALG-999GW-36,,84
ALG-999GW-37,,229
ALG-999GW-38,,308
ALG-999GW-39,,303
ALG-999GW-40,,265
ALG-999GW-41,,201
ALG-999GW-42,,160
ALG-999GW,,1568
ALG-999GW-43,,61
ALG-999W-35,,373
ALG-999W-36,,1569
ALG-999W-37,,2697
ALG-999W-38,,4375
ALG-999W-39,,4165
ALG-999W-40,,3478
ALG-999W-41,,2404
ALG-999W-42,,2435
ALG-999W,,21557
ALG-999W-34,,0
ALG-999W-43,,276
ALL-011-34,,0
ALL-011-35,,0
ALL-011-36,,0
ALL-011-37,,0
ALL-011-38,,0
ALL-011-39,,0
ALL-011-40,,0
ALL-011-41,,0
ALL-011-42,,0
ALL-011,,276
ALL-011-43,,0
ALL-386-35,,0
ALL-386-36,,0
ALL-386-37,,0
ALL-386-38,,0
ALL-386-39,,0
ALL-386-40,,0
ALL-386-41,,0
ALL-386-42,,0
ALL-386,,0
ALL-413-35,,19
ALL-413-36,,41
ALL-413-37,,75
ALL-413-38,,67
ALL-413-39,,62
ALL-413-40,,31
ALL-413-41,,0
ALL-413-42,,0
ALL-413,,295
ALL-413-43,,0
ALL-431-34,,0
ALL-431-35,,0
ALL-431-36,,20
ALL-431-37,,55
ALL-431-38,,108
ALL-431-39,,94
ALL-431-40,,82
ALL-431-41,,70
ALL-431-42,,40
ALL-431,,469
ALL-431-43,,0
ALL-433-34,,0
ALL-433-35,,0
ALL-433-36,,0
ALL-433-37,,0
ALL-433-38,,0
ALL-433-39,,0
ALL-433-40,,0
ALL-433-41,,0
ALL-433-42,,0
ALL-433,,0
ALL-433-43,,0
ALL-554-34,,0
ALL-554-35,,0
ALL-554-36,,0
ALL-554-37,,0
ALL-554-38,,0
ALL-554-39,,0
ALL-554-40,,0
ALL-554-41,,0
ALL-554-42,,0
ALL-554,,0
ALL-554-43,,0
ALL-571-35,,143
ALL-571-36,,91
ALL-571-37,,238
ALL-571-38,,289
ALL-571-39,,229
ALL-571-40,,128
ALL-571-41,,60
ALL-571-42,,20
ALL-571,,1198
ALL-574-34,,0
ALL-574-35,,0
ALL-574-36,,56
ALL-574-37,,85
ALL-574-38,,97
ALL-574-39,,122
ALL-574-40,,34
ALL-574-41,,0
ALL-574-42,,0
ALL-574,,394
ALL-574-43,,0
ALL-576-34,,0
ALL-576-35,,0
ALL-576-36,,36
ALL-576-37,,71
ALL-576-38,,113
ALL-576-39,,112
ALL-576-40,,91
ALL-576-41,,50
ALL-576-42,,21
ALL-576,,494
ALL-576-43,,0
ALL-640-35,,30
ALL-640-36,,63
ALL-640-37,,105
ALL-640-38,,111
ALL-640-39,,89
ALL-640-40,,38
ALL-640-41,,18
ALL-640-42,,0
ALL-640,,454
ALL-640-43,,0
ALL-741-34,,0
ALL-741-35,,0
ALL-741-36,,0
ALL-741-37,,0
ALL-741-38,,0
ALL-741-39,,0
ALL-741-40,,0
ALL-741-41,,0
ALL-741-42,,0
ALL-741,,0
ALL-741-43,,0
ALR-471-35,,0
ALR-471-36,,0
ALR-471-37,,0
ALR-471-38,,0
ALR-471-39,,0
ALR-471-40,,0
ALR-471-41,,0
ALR-471-42,,0
ALR-471,,0
ALR-471-43,,0
ARI-147-35,,0
ARI-147-36,,0
ARI-147-37,,0
ARI-147-38,,0
ARI-147-39,,0
ARI-147-40,,0
ARI-147-41,,0
ARI-147-42,,0
ARI-147,,0
ARI-147-43,,0
ARI-346-34,,0
ARI-346-35,,19
ARI-346-36,,60
ARI-346-37,,80
ARI-346-38,,114
ARI-346-39,,121
ARI-346-40,,92
ARI-346-41,,77
ARI-346-42,,34
ARI-346,,597
ARI-346-43,,0
ARI-445-35,,0
ARI-445-36,,0
ARI-445-37,,0
ARI-445-38,,0
ARI-445-39,,0
ARI-445-40,,0
ARI-445-41,,0
ARI-445-42,,0
ARI-445,,0
ARI-445-43,,0
ARI-471-35,,0
ARI-471-36,,0
ARI-471-37,,0
ARI-471-38,,0
ARI-471-39,,0
ARI-471-40,,0
ARI-471-41,,0
ARI-471-42,,0
ARI-471,,0
ARI-471-43,,0
ARI-472-35,,0
ARI-472-36,,0
ARI-472-37,,0
ARI-472-38,,0
ARI-472-39,,0
ARI-472-40,,0
ARI-472-41,,0
ARI-472-42,,0
ARI-472,,0
ARI-472-43,,0
ARI-601-34,,0
ARI-601-35,,0
ARI-601-36,,0
ARI-601-37,,0
ARI-601-38,,0
ARI-601-39,,0
ARI-601-40,,0
ARI-601-41,,0
ARI-601-42,,0
ARI-601,,0
ARI-601-43,,0
ARI-882-34,,0
ARI-882-35,,0
ARI-882-36,,0
ARI-882-37,,30
ARI-882-38,,38
ARI-882-39,,27
ARI-882-40,,0
ARI-882-41,,0
ARI-882-42,,0
ARI-882,,95
ARI-882-43,,0
ASH-661-34,,0
ASH-661-35,,0
ASH-661-36,,0
ASH-661-37,,0
ASH-661-38,,0
ASH-661-39,,0
ASH-661-40,,0
ASH-661-41,,0
ASH-661-42,,0
ASH-661,,0
ASH-661-43,,0
AVA-101-35,,0
AVA-101-36,,0
AVA-101-37,,0
AVA-101-38,,0
AVA-101-39,,0
AVA-101-40,,0
AVA-101-41,,0
AVA-101-42,,0
AVA-101,,0
AVA-601-35,,0
AVA-601-36,,0
AVA-601-37,,0
AVA-601-38,,0
AVA-601-39,,0
AVA-601-40,,0
AVA-601-41,,0
AVA-601-42,,0
AVA-601,,0
AVR-601-35,,0
AVR-601-36,,16
AVR-601-37,,0
AVR-601-38,,0
AVR-601-39,,0
AVR-601-40,,0
AVR-601-41,,0
AVR-601-42,,0
AVR-601,,16
BEL-101-35,,48
BEL-101-36,,172
BEL-101-37,,237
BEL-101-38,,326
BEL-101-39,,288
BEL-101-40,,156
BEL-101-41,,97
BEL-101-42,,107
BEL-101,,1431
BEL-139-34,,0
BEL-139-35,,0
BEL-139-36,,0
BEL-139-37,,22
BEL-139-38,,22
BEL-139-39,,50
BEL-139-40,,26
BEL-139-41,,0
BEL-139-42,,0
BEL-139,,120
BEL-139-43,,0
BEL-180-35,,0
BEL-180-36,,0
BEL-180-37,,0
BEL-180-38,,0
BEL-180-39,,0
BEL-180-40,,0
BEL-180-41,,0
BEL-180-42,,0
BEL-180,,0
BEL-316-34,,0
BEL-316-35,,32
BEL-316-36,,56
BEL-316-37,,64
BEL-316-38,,104
BEL-316-39,,69
BEL-316-40,,27
BEL-316-41,,0
BEL-316-42,,16
BEL-316,,368
BEL-316-43,,0
BEL-384-34,,0
BEL-384-35,,0
BEL-384-36,,0
BEL-384-37,,0
BEL-384-38,,0
BEL-384-39,,0
BEL-384-40,,0
BEL-384-41,,0
BEL-384-42,,0
BEL-384,,0
BEL-384-43,,0
BEL-385-34,,0
BEL-385-35,,0
BEL-385-36,,0
BEL-385-37,,0
BEL-385-38,,0
BEL-385-39,,0
BEL-385-40,,0
BEL-385-41,,0
BEL-385-42,,0
BEL-385,,0
BEL-385-43,,0
BEL-391-34,,0
BEL-391-35,,38
BEL-391-36,,46
BEL-391-37,,0
BEL-391-38,,0
BEL-391-39,,0
BEL-391-40,,0
BEL-391-41,,0
BEL-391-42,,0
BEL-391,,84
BEL-391-43,,0
BEL-433-34,,0
BEL-433-35,,0
BEL-433-36,,0
BEL-433-37,,0
BEL-433-38,,0
BEL-433-39,,0
BEL-433-40,,0
BEL-433-41,,0
BEL-433-42,,0
BEL-433,,0
BEL-433-43,,0
BEL-442-34,,0
BEL-442-35,,0
BEL-442-36,,35
BEL-442-37,,90
BEL-442-38,,123
BEL-442-39,,125
BEL-442-40,,77
BEL-442-41,,55
BEL-442-42,,33
BEL-442,,538
BEL-442-43,,0
BEL-453-35,,31
BEL-453-36,,40
BEL-453-37,,76
BEL-453-38,,72
BEL-453-39,,33
BEL-453-40,,0
BEL-453-41,,35
BEL-453-42,,0
BEL-453,,287
BEL-453-43,,0
BEL-454-35,,28
BEL-454-36,,53
BEL-454-37,,85
BEL-454-38,,81
BEL-454-39,,49
BEL-454-40,,22
BEL-454-41,,36
BEL-454-42,,0
BEL-454,,354
BEL-454-43,,0
BEL-521-34,,0
BEL-521-35,,0
BEL-521-36,,22
BEL-521-37,,92
BEL-521-38,,151
BEL-521-39,,148
BEL-521-40,,102
BEL-521-41,,64
BEL-521-42,,46
BEL-521,,625
BEL-521-43,,0
BEL-539-34,,0
BEL-539-35,,0
BEL-539-36,,0
BEL-539-37,,0
BEL-539-38,,0
BEL-539-39,,0
BEL-539-40,,0
BEL-539-41,,0
BEL-539-42,,0
BEL-539,,0
BEL-539-43,,0
BEL-558-34,,0
BEL-558-35,,0
BEL-558-36,,0
BEL-558-37,,0
BEL-558-38,,0
BEL-558-39,,0
BEL-558-40,,0
BEL-558-41,,0
BEL-558-42,,0
BEL-558,,0
BEL-558-43,,0
BEL-563-34,,0
BEL-563-35,,0
BEL-563-36,,0
BEL-563-37,,0
BEL-563-38,,0
BEL-563-39,,0
BEL-563-40,,0
BEL-563-41,,0
BEL-563-42,,0
BEL-563,,0
BEL-563-43,,0
BEL-640-35,,0
BEL-640-36,,0
BEL-640-37,,28
BEL-640-38,,32
BEL-640-39,,0
BEL-640-40,,0
BEL-640-41,,16
BEL-640-42,,0
BEL-640,,76
BEL-640-43,,0
BEL-738-35,,19
BEL-738-36,,33
BEL-738-37,,56
BEL-738-38,,44
BEL-738-39,,21
BEL-738-40,,20
BEL-738-41,,24
BEL-738-42,,0
BEL-738,,217
BEL-738-43,,0
BEL-780-34,,0
BEL-780-35,,24
BEL-780-36,,57
BEL-780-37,,102
BEL-780-38,,184
BEL-780-39,,169
BEL-780-40,,113
BEL-780-41,,67
BEL-780-42,,49
BEL-780,,765
BEL-780-43,,0
BRE-611-34,,0
BRE-611-35,,0
BRE-611-36,,71
BRE-611-37,,0
BRE-611-38,,0
BRE-611-39,,0
BRE-611-40,,0
BRE-611-41,,0
BRE-611-42,,0
BRE-611,,71
BRE-611-43,,0
BRE-622-34,,0
BRE-622-35,,0
BRE-622-36,,0
BRE-622-37,,0
BRE-622-38,,0
BRE-622-39,,0
BRE-622-40,,0
BRE-622-41,,0
BRE-622-42,,0
BRE-622,,0
BRE-622-43,,0
CAM-138-34,,0
CAM-138-35,,0
CAM-138-36,,0
CAM-138-37,,0
CAM-138-38,,0
CAM-138-39,,0
CAM-138-40,,0
CAM-138-41,,0
CAM-138-42,,0
CAM-138,,0
CAM-138-43,,0
CAM-140-34,,0
CAM-140-35,,0
CAM-140-36,,0
CAM-140-37,,0
CAM-140-38,,0
CAM-140-39,,0
CAM-140-40,,0
CAM-140-41,,0
CAM-140-42,,0
CAM-140,,0
CAM-140-43,,0
CAM-252-34,,0
CAM-252-35,,0
CAM-252-36,,36
CAM-252-37,,43
CAM-252-38,,26
CAM-252-39,,0
CAM-252-40,,0
CAM-252-41,,0
CAM-252-42,,0
CAM-252,,105
CAM-252-43,,0
CAM-372-34,,0
CAM-372-35,,0
CAM-372-36,,32
CAM-372-37,,53
CAM-372-38,,35
CAM-372-39,,0
CAM-372-40,,0
CAM-372-41,,0
CAM-372-42,,0
CAM-372,,120
CAM-372-43,,0
CAM-604-34,,0
CAM-604-35,,0
CAM-604-36,,0
CAM-604-37,,0
CAM-604-38,,0
CAM-604-39,,0
CAM-604-40,,0
CAM-604-41,,0
CAM-604-42,,0
CAM-604,,0
CAM-604-43,,0
CAM-791-34,,0
CAM-791-35,,0
CAM-791-36,,0
CAM-791-37,,0
CAM-791-38,,0
CAM-791-39,,0
CAM-791-40,,0
CAM-791-41,,0
CAM-791-42,,0
CAM-791,,0
CAM-791-43,,0
CAR-135-34,,0
CAR-135-35,,0
CAR-135-36,,0
CAR-135-37,,0
CAR-135-38,,0
CAR-135-39,,0
CAR-135-40,,0
CAR-135-41,,0
CAR-135-42,,0
CAR-135,,0
CAR-135-43,,0
CAR-139C-34,,0
CAR-139C-35,,0
CAR-139C-36,,0
CAR-139C-37,,17
CAR-139C-38,,21
CAR-139C-39,,0
CAR-139C-40,,0
CAR-139C-41,,0
CAR-139C-42,,0
CAR-139C,,38
CAR-139C-43,,0
CAR-223-34,,0
CAR-223-35,,0
CAR-223-36,,0
CAR-223-37,,0
CAR-223-38,,0
CAR-223-39,,0
CAR-223-40,,0
CAR-223-41,,0
CAR-223-42,,0
CAR-223,,0
CAR-223-43,,0
ALG-CAR-242-35,,0
ALG-CAR-242-36,,0
ALG-CAR-242-37,,0
ALG-CAR-242-38,,0
ALG-CAR-242-39,,0
ALG-CAR-242-40,,0
ALG-CAR-242-41,,0
ALG-CAR-242-42,,0
ALG-CAR-242,,0
CAR-372-34,,0
CAR-372-35,,0
CAR-372-36,,28
CAR-372-37,,16
CAR-372-38,,16
CAR-372-39,,0
CAR-372-40,,0
CAR-372-41,,0
CAR-372-42,,0
CAR-372,,60
CAR-372-43,,0
CAR-485-34,,0
CAR-485-35,,21
CAR-485-36,,89
CAR-485-37,,274
CAR-485-38,,349
CAR-485-39,,341
CAR-485-40,,225
CAR-485-41,,116
CAR-485-42,,29
CAR-485,,1444
CAR-485-43,,0
CAR-529-34,,0
CAR-529-35,,0
CAR-529-36,,0
CAR-529-37,,0
CAR-529-38,,0
CAR-529-39,,0
CAR-529-40,,0
CAR-529-41,,0
CAR-529-42,,0
CAR-529,,0
CAR-529-43,,0
CAR-532-34,,0
CAR-532-35,,0
CAR-532-36,,0
CAR-532-37,,0
CAR-532-38,,0
CAR-532-39,,0
CAR-532-40,,0
CAR-532-41,,0
CAR-532-42,,0
CAR-532,,0
CAR-532-43,,0
CAR-582-34,,0
CAR-582-35,,0
CAR-582-36,,0
CAR-582-37,,0
CAR-582-38,,0
CAR-582-39,,0
CAR-582-40,,0
CAR-582-41,,0
CAR-582-42,,0
CAR-582,,0
CAR-582-43,,0
CAR-601-34,,0
CAR-601-35,,0
CAR-601-36,,0
CAR-601-37,,0
CAR-601-38,,0
CAR-601-39,,0
CAR-601-40,,0
CAR-601-41,,0
CAR-601-42,,0
CAR-601,,0
CAR-601-43,,0
CAR-655-34,,0
CAR-655-35,,0
CAR-655-36,,0
CAR-655-37,,0
CAR-655-38,,0
CAR-655-39,,0
CAR-655-40,,0
CAR-655-41,,0
CAR-655-42,,0
CAR-655,,0
CAR-655-43,,0
CAR-713-34,,0
CAR-713-35,,0
CAR-713-36,,0
CAR-713-37,,0
CAR-713-38,,0
CAR-713-39,,0
CAR-713-40,,0
CAR-713-41,,0
CAR-713-42,,0
CAR-713,,0
CAR-713-43,,0
CAR-781-34,,0
CAR-781-35,,0
CAR-781-36,,0
CAR-781-37,,0
CAR-781-38,,0
CAR-781-39,,0
CAR-781-40,,0
CAR-781-41,,0
CAR-781-42,,0
CAR-781,,0
CAR-781-43,,0
CAR-820-34,,0
CAR-820-35,,0
CAR-820-36,,0
CAR-820-37,,0
CAR-820-38,,0
CAR-820-39,,0
CAR-820-40,,0
CAR-820-41,,0
CAR-820-42,,0
CAR-820,,0
CAR-820-43,,0
CAR-851-34,,0
CAR-851-35,,0
CAR-851-36,,0
CAR-851-37,,0
CAR-851-38,,0
CAR-851-39,,0
CAR-851-40,,0
CAR-851-41,,0
CAR-851-42,,0
CAR-851,,0
CAR-851-43,,0
CAR-852-34,,0
CAR-852-35,,0
CAR-852-36,,0
CAR-852-37,,0
CAR-852-38,,0
CAR-852-39,,0
CAR-852-40,,0
CAR-852-41,,0
CAR-852-42,,0
CAR-852,,0
CAR-852-43,,0
CAR-882-34,,0
CAR-882-35,,0
CAR-882-36,,72
CAR-882-37,,137
CAR-882-38,,234
CAR-882-39,,176
CAR-882-40,,101
CAR-882-41,,59
CAR-882-42,,19
CAR-882,,798
CAR-882-43,,0
CAT-521-34,,0
CAT-521-35,,0
CAT-521-36,,0
CAT-521-37,,0
CAT-521-38,,0
CAT-521-39,,0
CAT-521-40,,0
CAT-521-41,,0
CAT-521-42,,0
CAT-521,,0
CAT-521-43,,0
CAT-577-35,,0
CAT-577-36,,0
CAT-577-37,,0
CAT-577-38,,0
CAT-577-39,,0
CAT-577-40,,0
CAT-577-41,,0
CAT-577-42,,0
CAT-577,,0
CAT-577-43,,0
CAT-586-35,,0
CAT-586-36,,0
CAT-586-37,,0
CAT-586-38,,0
CAT-586-39,,0
CAT-586-40,,0
CAT-586-41,,0
CAT-586-42,,0
CAT-586,,0
CAT-586-43,,0
CAT-691-34,,0
CAT-691-35,,0
CAT-691-36,,0
CAT-691-37,,0
CAT-691-38,,0
CAT-691-39,,0
CAT-691-40,,0
CAT-691-41,,0
CAT-691-42,,0
CAT-691,,0
CAT-691-43,,0
CAT-739-35,,0
CAT-739-36,,0
CAT-739-37,,0
CAT-739-38,,0
CAT-739-39,,0
CAT-739-40,,0
CAT-739-41,,0
CAT-739-42,,0
CAT-739,,0
CAT-739-43,,0
CAT-882-34,,0
CAT-882-35,,0
CAT-882-36,,0
CAT-882-37,,0
CAT-882-38,,0
CAT-882-39,,0
CAT-882-40,,0
CAT-882-41,,0
CAT-882-42,,0
CAT-882,,0
CAT-882-43,,0
CAT-917-34,,0
CAT-917-35,,0
CAT-917-36,,0
CAT-917-37,,0
CAT-917-38,,0
CAT-917-39,,0
CAT-917-40,,0
CAT-917-41,,0
CAT-917-42,,0
CAT-917,,0
CAT-917-43,,0
CIC-435-35,,0
CIC-435-36,,0
CIC-435-37,,0
CIC-435-38,,0
CIC-435-39,,0
CIC-435-40,,0
CIC-435-41,,0
CIC-435-42,,0
CIC-435,,0
CIC-435-43,,0
CIC-489-35,,0
CIC-489-36,,0
CIC-489-37,,0
CIC-489-38,,0
CIC-489-39,,0
CIC-489-40,,0
CIC-489-41,,0
CIC-489-42,,0
CIC-489,,0
CIC-489-43,,0
CIC-660-35,,0
CIC-660-36,,0
CIC-660-37,,0
CIC-660-38,,0
CIC-660-39,,0
CIC-660-40,,0
CIC-660-41,,0
CIC-660-42,,0
CIC-660,,0
CIC-660-43,,0
CIC-743-35,,0
CIC-743-36,,0
CIC-743-37,,0
CIC-743-38,,0
CIC-743-39,,0
CIC-743-40,,0
CIC-743-41,,0
CIC-743-42,,0
CIC-743,,0
CIC-743-43,,0
CIN-634-34,,0
CIN-634-35,,0
CIN-634-36,,0
CIN-634-37,,0
CIN-634-38,,0
CIN-634-39,,0
CIN-634-40,,0
CIN-634-41,,0
CIN-634-42,,0
CIN-634,,0
CIN-634-43,,0
CIN-825-34,,0
CIN-825-35,,0
CIN-825-36,,0
CIN-825-37,,0
CIN-825-38,,0
CIN-825-39,,0
CIN-825-40,,0
