"SKU","QOH"
"ALG-117-36","0"
"ALG-117-37","0"
"ALG-117-38","0"
"ALG-117-39","0"
"ALG-117-40","0"
"ALG-117-41","0"
"ALG-117-42","0"
"ALG-118-35","0"
"ALG-118-36","0"
"ALG-118-37","0"
"ALG-118-38","0"
"ALG-118-39","0"
"ALG-118-40","0"
"ALG-118-41","0"
"ALG-118-42","0"
"ALG-119-35","0"
"ALG-119-36","0"
"ALG-119-37","0"
"ALG-119-38","0"
"ALG-119-39","0"
"ALG-119-40","0"
"ALG-119-41","0"
"ALG-119-42","0"
"ALG-120-35","0"
"ALG-120-36","0"
"ALG-120-37","0"
"ALG-120-38","0"
"ALG-120-39","0"
"ALG-120-40","0"
"ALG-120-41","0"
"ALG-120-42","0"
"ALG-122-35","0"
"ALG-122-36","0"
"ALG-122-37","0"
"ALG-122-38","0"
"ALG-122-39","0"
"ALG-122-40","0"
"ALG-122-41","0"
"ALG-122-42","0"
"ALG-123-35","0"
"ALG-123-36","0"
"ALG-123-37","0"
"ALG-123-38","0"
"ALG-123-39","0"
"ALG-123-40","0"
"ALG-123-41","0"
"ALG-123-42","0"
"ALG-124-35","0"
"ALG-124-36","0"
"ALG-124-37","0"
"ALG-124-38","0"
"ALG-124-39","0"
"ALG-124-40","0"
"ALG-124-41","0"
"ALG-124-42","0"
"ALG-125-35","0"
"ALG-125-36","0"
"ALG-125-37","0"
"ALG-125-38","0"
"ALG-125-39","0"
"ALG-125-40","0"
"ALG-125-41","0"
"ALG-125-42","0"
"ALG-126-35","0"
"ALG-126-36","0"
"ALG-126-37","0"
"ALG-126-38","0"
"ALG-126-39","0"
"ALG-126-40","0"
"ALG-126-41","0"
"ALG-126-42","0"
"ALG-128-35","0"
"ALG-128-36","0"
"ALG-128-37","0"
"ALG-128-38","0"
"ALG-128-39","0"
"ALG-128-40","0"
"ALG-128-41","0"
"ALG-128-42","0"
"ALG-201-35","0"
"ALG-201-36","0"
"ALG-201-37","0"
"ALG-201-38","0"
"ALG-201-39","0"
"ALG-201-40","0"
"ALG-201-41","0"
"ALG-201-42","0"
"ALG-204-35","0"
"ALG-204-36","0"
"ALG-204-37","0"
"ALG-204-38","0"
"ALG-204-39","0"
"ALG-204-40","0"
"ALG-204-41","0"
"ALG-204-42","0"
"ALG-205-35","0"
"ALG-205-36","0"
"ALG-205-37","0"
"ALG-205-38","0"
"ALG-205-39","0"
"ALG-205-40","0"
"ALG-205-41","0"
"ALG-205-42","0"
"ALG-206-35","0"
"ALG-206-36","0"
"ALG-206-37","0"
"ALG-206-38","0"
"ALG-206-39","0"
"ALG-206-40","1"
"ALG-206-41","0"
"ALG-206-42","0"
"ALG-207-35","0"
"ALG-207-36","1"
"ALG-207-37","1"
"ALG-207-38","0"
"ALG-207-39","0"
"ALG-207-40","0"
"ALG-207-41","0"
"ALG-207-42","1"
"ALG-211-35","0"
"ALG-211-36","0"
"ALG-211-37","1"
"ALG-211-38","0"
"ALG-211-39","0"
"ALG-211-40","0"
"ALG-211-41","0"
"ALG-211-42","0"
"ALG-221-35","0"
"ALG-221-36","0"
"ALG-221-37","0"
"ALG-221-38","0"
"ALG-221-39","0"
"ALG-221-40","0"
"ALG-221-41","0"
"ALG-221-42","0"
"ALG-231-34","0"
"ALG-231-35","2"
"ALG-231-36","2"
"ALG-231-37","6"
"ALG-231-38","19"
"ALG-231-39","15"
"ALG-231-40","10"
"ALG-231-41","11"
"ALG-231-42","8"
"ALG-231-43","0"
"ALG-232-34","0"
"ALG-232-35","1"
"ALG-232-36","1"
"ALG-232-37","5"
"ALG-232-38","12"
"ALG-232-39","12"
"ALG-232-40","7"
"ALG-232-41","5"
"ALG-232-42","4"
"ALG-232-43","0"
"ALG-233-34","0"
"ALG-233-35","1"
"ALG-233-36","1"
"ALG-233-37","0"
"ALG-233-38","5"
"ALG-233-39","7"
"ALG-233-40","0"
"ALG-233-41","2"
"ALG-233-42","2"
"ALG-233-43","0"
"ALG-301-35","0"
"ALG-301-36","0"
"ALG-301-37","0"
"ALG-301-38","0"
"ALG-301-39","0"
"ALG-301-40","0"
"ALG-301-41","0"
"ALG-301-42","0"
"ALG-303-35","0"
"ALG-303-36","0"
"ALG-303-37","0"
"ALG-303-38","0"
"ALG-303-39","0"
"ALG-303-40","0"
"ALG-303-41","0"
"ALG-303-42","0"
"ALG-304-35","0"
"ALG-304-36","0"
"ALG-304-37","0"
"ALG-304-38","0"
"ALG-304-39","0"
"ALG-304-40","0"
"ALG-304-41","0"
"ALG-304-42","0"
"ALG-305-35","0"
"ALG-305-36","0"
"ALG-305-37","0"
"ALG-305-38","0"
"ALG-305-39","0"
"ALG-305-40","0"
"ALG-305-41","0"
"ALG-305-42","0"
"ALG-306-35","0"
"ALG-306-36","0"
"ALG-306-37","0"
"ALG-306-38","0"
"ALG-306-39","0"
"ALG-306-40","0"
"ALG-306-41","0"
"ALG-306-42","0"
"ALG-309-35","0"
"ALG-309-36","0"
"ALG-309-37","0"
"ALG-309-38","0"
"ALG-309-39","0"
"ALG-309-40","0"
"ALG-309-41","0"
"ALG-309-42","0"
"ALG-310-35","0"
"ALG-310-36","0"
"ALG-310-37","0"
"ALG-310-38","0"
"ALG-310-39","0"
"ALG-310-40","0"
"ALG-310-41","0"
"ALG-310-42","0"
"ALG-311-35","1"
"ALG-311-36","0"
"ALG-311-37","0"
"ALG-311-38","0"
"ALG-311-39","0"
"ALG-311-40","0"
"ALG-311-41","0"
"ALG-311-42","1"
"ALG-312-35","0"
"ALG-312-36","0"
"ALG-312-37","0"
"ALG-312-38","0"
"ALG-312-39","0"
"ALG-312-40","0"
"ALG-312-41","1"
"ALG-312-42","1"
"ALG-313-35","0"
"ALG-313-36","0"
"ALG-313-37","0"
"ALG-313-38","0"
"ALG-313-39","0"
"ALG-313-40","0"
"ALG-313-41","0"
"ALG-313-42","0"
"ALG-316-35","0"
"ALG-316-36","0"
"ALG-316-37","0"
"ALG-316-38","0"
"ALG-316-39","0"
"ALG-316-40","0"
"ALG-316-41","0"
"ALG-316-42","0"
"ALG-317-35","0"
"ALG-317-36","0"
"ALG-317-37","0"
"ALG-317-38","0"
"ALG-317-39","0"
"ALG-317-40","0"
"ALG-317-41","0"
"ALG-317-42","0"
"ALG-318-35","0"
"ALG-318-36","0"
"ALG-318-37","0"
"ALG-318-38","0"
"ALG-318-39","0"
"ALG-318-40","0"
"ALG-318-41","0"
"ALG-318-42","0"
"ALG-319-35","0"
"ALG-319-36","0"
"ALG-319-37","0"
"ALG-319-38","0"
"ALG-319-39","0"
"ALG-319-40","0"
"ALG-319-41","0"
"ALG-319-42","0"
"ALG-320-35","0"
"ALG-320-36","0"
"ALG-320-37","0"
"ALG-320-38","0"
"ALG-320-39","0"
"ALG-320-40","0"
"ALG-320-41","0"
"ALG-320-42","0"
"ALG-321-35","0"
"ALG-321-36","0"
"ALG-321-37","0"
"ALG-321-38","0"
"ALG-321-39","0"
"ALG-321-40","0"
"ALG-321-41","0"
"ALG-321-42","0"
"ALG-323-35","0"
"ALG-323-36","0"
"ALG-323-37","0"
"ALG-323-38","0"
"ALG-323-39","0"
"ALG-323-40","0"
"ALG-323-41","0"
"ALG-323-42","0"
"ALG-330-35","0"
"ALG-330-36","0"
"ALG-330-37","0"
"ALG-330-38","0"
"ALG-330-39","0"
"ALG-330-40","0"
"ALG-330-41","0"
"ALG-330-42","0"
"ALG-336-35","0"
"ALG-336-36","1"
"ALG-336-37","0"
"ALG-336-38","0"
"ALG-336-39","0"
"ALG-336-40","0"
"ALG-336-41","0"
"ALG-336-42","0"
"ALG-337-35","0"
"ALG-337-36","1"
"ALG-337-37","0"
"ALG-337-38","0"
"ALG-337-39","0"
"ALG-337-40","0"
"ALG-337-41","0"
"ALG-337-42","0"
"ALG-353-35","0"
"ALG-353-36","0"
"ALG-353-37","0"
"ALG-353-38","0"
"ALG-353-39","0"
"ALG-353-40","0"
"ALG-353-41","0"
"ALG-353-42","0"
"ALG-357-35","0"
"ALG-357-36","0"
"ALG-357-37","1"
"ALG-357-38","0"
"ALG-357-39","0"
"ALG-357-40","0"
"ALG-357-41","0"
"ALG-357-42","0"
"ALG-369-35","0"
"ALG-369-36","0"
"ALG-369-37","0"
"ALG-369-38","0"
"ALG-369-39","0"
"ALG-369-40","0"
"ALG-369-41","0"
"ALG-369-42","0"
"ALG-381-35","0"
"ALG-381-36","0"
"ALG-381-37","1"
"ALG-381-38","0"
"ALG-381-39","0"
"ALG-381-40","0"
"ALG-381-41","0"
"ALG-381-42","0"
"ALG-382-35","0"
"ALG-382-36","2"
"ALG-382-37","0"
"ALG-382-38","0"
"ALG-382-39","0"
"ALG-382-40","0"
"ALG-382-41","0"
"ALG-382-42","0"
"ALG-383-35","0"
"ALG-383-36","0"
"ALG-383-37","0"
"ALG-383-38","0"
"ALG-383-39","0"
"ALG-383-40","0"
"ALG-383-41","0"
"ALG-383-42","0"
"ALG-384-34","0"
"ALG-384-35","1"
"ALG-384-36","0"
"ALG-384-37","0"
"ALG-384-38","0"
"ALG-384-39","0"
"ALG-384-40","0"
"ALG-384-41","0"
"ALG-384-42","0"
"ALG-384-43","0"
"ALG-395-34","0"
"ALG-395-35","0"
"ALG-395-36","0"
"ALG-395-37","0"
"ALG-395-38","0"
"ALG-395-39","0"
"ALG-395-40","0"
"ALG-395-41","0"
"ALG-395-42","0"
"ALG-395-43","0"
"ALG-405-36","1"
"ALG-406-35","0"
"ALG-406-36","0"
"ALG-406-37","0"
"ALG-406-38","0"
"ALG-406-39","0"
"ALG-406-40","0"
"ALG-406-41","0"
"ALG-406-42","0"
"ALG-407-35","0"
"ALG-407-36","0"
"ALG-407-37","0"
"ALG-407-38","0"
"ALG-407-39","0"
"ALG-407-40","0"
"ALG-407-41","0"
"ALG-407-42","0"
"ALG-408-35","0"
"ALG-408-36","0"
"ALG-408-37","0"
"ALG-408-38","0"
"ALG-408-39","0"
"ALG-408-40","0"
"ALG-408-41","0"
"ALG-408-42","0"
"ALG-410-35","0"
"ALG-410-36","0"
"ALG-410-37","0"
"ALG-410-38","0"
"ALG-410-39","0"
"ALG-410-40","0"
"ALG-410-41","0"
"ALG-410-42","0"
"ALG-412-35","0"
"ALG-412-36","0"
"ALG-412-37","0"
"ALG-412-38","0"
"ALG-412-39","0"
"ALG-412-40","0"
"ALG-412-41","0"
"ALG-412-42","0"
"ALG-416-35","0"
"ALG-416-36","0"
"ALG-416-37","0"
"ALG-416-38","0"
"ALG-416-39","0"
"ALG-416-40","0"
"ALG-416-41","0"
"ALG-416-42","0"
"ALG-417-35","0"
"ALG-417-36","0"
"ALG-417-37","0"
"ALG-417-38","0"
"ALG-417-39","0"
"ALG-417-40","0"
"ALG-417-41","0"
"ALG-417-42","0"
"ALG-421-35","0"
"ALG-421-36","0"
"ALG-421-37","0"
"ALG-421-38","0"
"ALG-421-39","0"
"ALG-421-40","0"
"ALG-421-41","0"
"ALG-421-42","0"
"ALG-424-35","0"
"ALG-424-36","0"
"ALG-424-37","0"
"ALG-424-38","0"
"ALG-424-39","0"
"ALG-424-40","0"
"ALG-424-41","0"
"ALG-424-42","0"
"ALG-427-34","0"
"ALG-427-35","0"
"ALG-427-36","0"
"ALG-427-37","0"
"ALG-427-38","0"
"ALG-427-39","1"
"ALG-427-40","0"
"ALG-427-41","0"
"ALG-427-42","1"
"ALG-427-43","0"
"ALG-434","0"
"ALG-434-34","0"
"ALG-434-35","2"
"ALG-434-36","15"
"ALG-434-37","147"
"ALG-434-38","215"
"ALG-434-39","184"
"ALG-434-40","132"
"ALG-434-41","77"
"ALG-434-42","50"
"ALG-502-36","0"
"ALG-502-37","0"
"ALG-502-38","0"
"ALG-502-39","0"
"ALG-502-40","0"
"ALG-502-41","0"
"ALG-502-42","0"
"ALG-503-35","0"
"ALG-503-36","0"
"ALG-503-37","0"
"ALG-503-38","0"
"ALG-503-39","0"
"ALG-503-40","0"
"ALG-503-41","0"
"ALG-503-42","0"
"ALG-504-35","0"
"ALG-504-36","0"
"ALG-504-37","0"
"ALG-504-38","0"
"ALG-504-39","0"
"ALG-504-40","0"
"ALG-504-41","0"
"ALG-504-42","0"
"ALG-505-35","0"
"ALG-505-36","0"
"ALG-505-37","0"
"ALG-505-38","0"
"ALG-505-39","0"
"ALG-505-40","0"
"ALG-505-41","0"
"ALG-505-42","0"
"ALG-509-35","0"
"ALG-509-36","0"
"ALG-509-37","1"
"ALG-509-38","0"
"ALG-509-39","1"
"ALG-509-40","2"
"ALG-509-41","2"
"ALG-509-42","2"
"ALG-511-35","0"
"ALG-511-36","0"
"ALG-511-37","0"
"ALG-511-38","0"
"ALG-511-39","0"
"ALG-511-40","0"
"ALG-511-41","0"
"ALG-511-42","0"
"ALG-512-35","0"
"ALG-512-36","0"
"ALG-512-37","0"
"ALG-512-38","0"
"ALG-512-39","0"
"ALG-512-40","0"
"ALG-512-41","0"
"ALG-512-42","0"
"ALG-513-35","0"
"ALG-513-36","1"
"ALG-513-37","0"
"ALG-513-38","0"
"ALG-513-39","0"
"ALG-513-40","0"
"ALG-513-41","0"
"ALG-513-42","0"
"ALG-517-35","0"
"ALG-517-36","0"
"ALG-517-38","0"
"ALG-517-39","0"
"ALG-517-40","0"
"ALG-517-41","0"
"ALG-520-35","0"
"ALG-520-36","0"
"ALG-520-37","0"
"ALG-520-38","0"
"ALG-520-39","0"
"ALG-520-40","0"
"ALG-520-41","0"
"ALG-520-42","0"
"ALG-530-35","0"
"ALG-530-36","1"
"ALG-530-37","3"
"ALG-530-38","2"
"ALG-530-39","2"
"ALG-530-40","1"
"ALG-530-41","0"
"ALG-530-42","0"
"ALG-531-35","0"
"ALG-531-36","0"
"ALG-531-37","1"
"ALG-531-38","2"
"ALG-531-39","0"
"ALG-531-40","4"
"ALG-531-41","0"
"ALG-531-42","0"
"ALG-532-35","0"
"ALG-532-36","2"
"ALG-532-37","0"
"ALG-532-38","0"
"ALG-532-39","2"
"ALG-532-40","2"
"ALG-532-41","0"
"ALG-532-42","1"
"ALG-533-35","0"
"ALG-533-36","0"
"ALG-533-37","0"
"ALG-533-38","0"
"ALG-533-39","0"
"ALG-533-40","0"
"ALG-533-41","0"
"ALG-533-42","0"
"ALG-534-35","0"
"ALG-534-36","0"
"ALG-534-37","0"
"ALG-534-38","0"
"ALG-534-39","0"
"ALG-534-40","0"
"ALG-534-41","0"
"ALG-534-42","0"
"ALG-535-35","0"
"ALG-535-36","0"
"ALG-535-37","0"
"ALG-535-38","0"
"ALG-535-39","0"
"ALG-535-40","0"
"ALG-535-41","0"
"ALG-535-42","0"
"ALG-536-35","0"
"ALG-536-36","0"
"ALG-536-37","0"
"ALG-536-38","0"
"ALG-536-39","0"
"ALG-536-40","0"
"ALG-536-41","0"
"ALG-536-42","0"
"ALG-537-35","0"
"ALG-537-36","0"
"ALG-537-37","0"
"ALG-537-38","0"
"ALG-537-39","0"
"ALG-537-40","0"
"ALG-537-41","0"
"ALG-537-42","0"
"ALG-538X-35","0"
"ALG-538X-36","1"
"ALG-538X-37","1"
"ALG-538X-38","0"
"ALG-538X-39","0"
"ALG-538X-40","0"
"ALG-538X-41","0"
"ALG-538X-42","0"
"ALG-542-34","0"
"ALG-542-35","0"
"ALG-542-36","0"
"ALG-542-37","0"
"ALG-542-38","0"
"ALG-542-39","0"
"ALG-542-40","0"
"ALG-542-41","0"
"ALG-542-42","0"
"ALG-542-43","0"
"ALG-557-35","0"
"ALG-557-36","2"
"ALG-557-37","2"
"ALG-557-38","2"
"ALG-557-39","0"
"ALG-557-40","1"
"ALG-557-41","1"
"ALG-557-42","1"
"ALG-558-34","0"
"ALG-558-35","0"
"ALG-558-36","0"
"ALG-558-37","1"
"ALG-558-38","0"
"ALG-558-39","1"
"ALG-558-40","0"
"ALG-558-41","0"
"ALG-558-42","0"
"ALG-558-43","0"
"ALG-559","0"
"ALG-559-35","0"
"ALG-559-36","0"
"ALG-559-37","12"
"ALG-559-38","0"
"ALG-559-39","0"
"ALG-559-40","0"
"ALG-559-41","0"
"ALG-559-42","0"
"ALG-561-34","0"
"ALG-561-35","0"
"ALG-561-36","0"
"ALG-561-37","0"
"ALG-561-38","0"
"ALG-561-39","0"
"ALG-561-40","0"
"ALG-561-41","0"
"ALG-561-42","0"
"ALG-561-43","0"
"ALG-564-34","0"
"ALG-564-35","0"
"ALG-564-36","0"
"ALG-564-37","0"
"ALG-564-38","0"
"ALG-564-39","0"
"ALG-564-40","0"
"ALG-564-41","0"
"ALG-564-42","0"
"ALG-564-43","0"
"ALG-600-36","0"
"ALG-600-38","0"
"ALG-600-39","0"
"ALG-600-40","0"
"ALG-600-41","0"
"ALG-601-35","1"
"ALG-601-36","0"
"ALG-601-37","0"
"ALG-601-38","0"
"ALG-601-39","0"
"ALG-601-40","1"
"ALG-601-41","1"
"ALG-601-42","3"
"ALG-602-35","1"
"ALG-602-36","2"
"ALG-602-37","0"
"ALG-602-38","0"
"ALG-602-39","0"
"ALG-602-40","0"
"ALG-602-41","0"
"ALG-602-42","0"
"ALG-604-35","0"
"ALG-604-36","0"
"ALG-604-37","0"
"ALG-604-38","0"
"ALG-604-39","0"
"ALG-604-40","0"
"ALG-604-41","0"
"ALG-604-42","0"
"ALG-628-34","0"
"ALG-628-35","0"
"ALG-628-36","0"
"ALG-628-37","0"
"ALG-628-38","0"
"ALG-628-39","0"
"ALG-628-40","0"
"ALG-628-41","0"
"ALG-628-42","0"
"ALG-628-43","0"
"ALG-629-34","0"
"ALG-629-35","0"
"ALG-629-36","0"
"ALG-629-37","0"
"ALG-629-38","0"
"ALG-629-39","0"
"ALG-629-40","0"
"ALG-629-41","0"
"ALG-629-42","0"
"ALG-629-43","0"
"ALG-631-35","0"
"ALG-631-36","1"
"ALG-631-37","0"
"ALG-631-38","1"
"ALG-631-39","2"
"ALG-631-40","0"
"ALG-631-41","1"
"ALG-631-42","1"
"ALG-632-35","0"
"ALG-632-36","0"
"ALG-632-37","0"
"ALG-632-38","0"
"ALG-632-39","0"
"ALG-632-40","0"
"ALG-632-41","0"
"ALG-632-42","0"
"ALG-633-35","0"
"ALG-633-36","0"
"ALG-633-37","0"
"ALG-633-38","0"
"ALG-633-39","0"
"ALG-633-40","0"
"ALG-633-41","0"
"ALG-633-42","0"
"ALG-634-35","0"
"ALG-634-36","0"
"ALG-634-37","0"
"ALG-634-38","1"
"ALG-634-39","1"
"ALG-634-40","1"
"ALG-634-41","0"
"ALG-634-42","0"
"ALG-635-35","0"
"ALG-635-36","0"
"ALG-635-37","0"
"ALG-635-38","0"
"ALG-635-39","0"
"ALG-635-40","0"
"ALG-635-41","0"
"ALG-635-42","0"
"ALG-637-35","0"
"ALG-637-36","2"
"ALG-637-37","0"
"ALG-637-38","0"
"ALG-637-39","0"
"ALG-637-40","2"
"ALG-637-41","1"
"ALG-637-42","0"
"ALG-644-35","1"
"ALG-644-36","1"
"ALG-644-37","0"
"ALG-644-38","1"
"ALG-644-39","1"
"ALG-644-40","0"
"ALG-644-41","1"
"ALG-644-42","2"
"ALG-662-34","0"
"ALG-662-35","0"
"ALG-662-36","0"
"ALG-662-37","0"
"ALG-662-38","0"
"ALG-662-39","1"
"ALG-662-40","2"
"ALG-662-41","0"
"ALG-662-42","0"
"ALG-662-43","0"
"ALG-668-34","0"
"ALG-668-35","0"
"ALG-668-36","0"
"ALG-668-37","0"
"ALG-668-38","0"
"ALG-668-39","0"
"ALG-668-40","0"
"ALG-668-41","0"
"ALG-668-42","0"
"ALG-668-43","0"
"ALG-701-35","0"
"ALG-701-36","0"
"ALG-701-37","0"
"ALG-701-38","0"
"ALG-701-39","0"
"ALG-701-40","0"
"ALG-701-41","0"
"ALG-701-42","0"
"ALG-702-35","0"
"ALG-702-36","0"
"ALG-702-37","0"
"ALG-702-38","0"
"ALG-702-39","0"
"ALG-702-40","0"
"ALG-702-41","0"
"ALG-702-42","0"
"ALG-703-35","1"
"ALG-703-36","6"
"ALG-703-37","14"
"ALG-703-38","18"
"ALG-703-39","23"
"ALG-703-40","22"
"ALG-703-41","0"
"ALG-703-42","0"
"ALG-705-35","0"
"ALG-705-36","0"
"ALG-705-37","0"
"ALG-705-38","0"
"ALG-705-39","0"
"ALG-705-40","0"
"ALG-705-41","0"
"ALG-705-42","0"
"ALG-708-35","0"
"ALG-708-36","0"
"ALG-708-37","0"
"ALG-708-38","0"
"ALG-708-39","0"
"ALG-708-40","0"
"ALG-708-41","0"
"ALG-708-42","0"
"ALG-709-35","0"
"ALG-709-36","0"
"ALG-709-37","0"
"ALG-709-38","0"
"ALG-709-39","0"
"ALG-709-40","0"
"ALG-709-41","0"
"ALG-709-42","0"
"ALG-711-34","0"
"ALG-711-35","0"
"ALG-711-36","0"
"ALG-711-37","0"
"ALG-711-38","0"
"ALG-711-39","0"
"ALG-711-40","1"
"ALG-711-41","1"
"ALG-711-42","0"
"ALG-711-43","0"
"ALG-714-35","0"
"ALG-714-36","0"
"ALG-714-37","0"
"ALG-714-38","0"
"ALG-714-39","0"
"ALG-714-40","0"
"ALG-714-41","0"
"ALG-714-42","0"
"ALG-715-35","1"
"ALG-715-36","3"
"ALG-715-37","0"
"ALG-715-38","0"
"ALG-715-39","0"
"ALG-715-40","0"
"ALG-715-41","0"
"ALG-715-42","0"
"ALG-716-35","5"
"ALG-716-36","1"
"ALG-716-37","0"
"ALG-716-38","0"
"ALG-716-39","0"
"ALG-716-40","0"
"ALG-716-41","1"
"ALG-716-42","0"
"ALG-717-35","0"
"ALG-717-36","0"
"ALG-717-37","0"
"ALG-717-38","0"
"ALG-717-39","0"
"ALG-717-40","0"
"ALG-717-41","0"
"ALG-717-42","0"
"ALG-723-35","0"
"ALG-723-36","0"
"ALG-723-37","1"
"ALG-723-38","0"
"ALG-723-39","0"
"ALG-723-40","0"
"ALG-723-41","0"
"ALG-723-42","0"
